id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FZR1	10	0.076627	0.23795	1.0	1606	6	-0.28965	0.083598	0.25842	0.876936	2100	3	-0.28965
12-Sep	10	0.077017	0.23884	1.0	1607	4	0.25526	0.065763	0.21816	0.841807	1847	5	0.25526
ZFAND6	10	0.077189	0.23924	1.0	1608	6	-0.17041	0.99356	0.99362	1.0	6918	0	-0.17041
PNKD	10	0.077273	0.23947	1.0	1609	6	-0.2357	0.30517	0.59423	1.0	4110	2	-0.2357
CEBPZ	10	0.077737	0.2406	1.0	1610	4	-0.13279	0.75645	0.90078	1.0	5998	3	-0.13279
TMEM222	10	0.077744	0.24061	1.0	1611	5	-0.37051	0.25097	0.52693	1.0	3702	4	-0.37051
NSMCE2	10	0.077792	0.24072	1.0	1612	5	-0.35582	0.42296	0.69764	1.0	4710	3	-0.35582
KIAA1432	10	0.077794	0.24073	1.0	1613	5	-0.31628	0.9201	0.96435	1.0	6548	2	-0.31628
UBE2Z	10	0.077796	0.24073	1.0	1614	6	-0.23994	0.2094	0.47269	0.999032	3370	2	-0.23994
TPP2	10	0.077908	0.24103	1.0	1615	4	-0.031536	0.14302	0.37929	0.944021	2858	4	-0.031536
AKIRIN1	10	0.078191	0.24169	1.0	1616	5	-0.21845	0.36093	0.64803	1.0	4401	4	-0.21845
PPP1R7	10	0.078745	0.24305	1.0	1617	4	0.04131	0.12255	0.3402	0.933607	2589	4	0.04131
TCEAL7	10	0.078798	0.2432	1.0	1618	4	0.18377	0.057227	0.19794	0.810329	1741	5	0.18377
RCHY1	10	0.078992	0.24365	1.0	1619	6	-0.2184	0.2133	0.47814	1.0	3395	4	-0.2184
BAG1	10	0.079433	0.24473	1.0	1620	4	-0.0042804	0.51656	0.77013	1.0	5119	3	-0.0042804
TRADD	10	0.079606	0.24512	1.0	1621	5	-0.21786	0.87835	0.94825	1.0	6405	2	-0.21786
HIST1H2AK	10	0.079738	0.24544	1.0	1622	6	-0.36947	0.82472	0.93165	1.0	6261	1	-0.36947
C14orf93	10	0.079742	0.24545	1.0	1623	4	-0.072982	0.098442	0.2905	0.904323	2286	2	-0.072982
CEBPD	10	0.079742	0.24545	1.0	1624	6	-0.34625	0.060336	0.20538	0.823716	1778	3	-0.34625
ARID3C	10	0.079969	0.24599	1.0	1625	6	-0.18232	0.83467	0.93453	1.0	6277	2	-0.18232
SREK1	10	0.080031	0.24614	1.0	1626	5	-0.35449	0.8109	0.92805	1.0	6231	2	-0.35449
NXT2	10	0.08007	0.24621	1.0	1627	6	-0.17471	0.79671	0.92163	1.0	6185	3	-0.17471
NAF1	10	0.080171	0.24647	1.0	1628	6	-0.25868	0.98051	0.98491	1.0	6788	1	-0.25868
STMN1	10	0.080496	0.24725	1.0	1629	5	-0.12978	0.51465	0.76871	1.0	5105	2	-0.12978
ZBTB10	10	0.080661	0.24767	1.0	1630	5	-0.21814	0.7405	0.89268	1.0	5943	2	-0.21814
FAM120A	10	0.080663	0.24767	1.0	1631	6	-0.30787	0.012988	0.062046	0.606402	729	2	-0.30787
DHX35	10	0.080678	0.2477	1.0	1632	6	-0.26	0.92271	0.96555	1.0	6564	1	-0.26
MED28	10	0.080693	0.24774	1.0	1633	5	-0.16124	0.77764	0.91153	1.0	6086	2	-0.16124
TXNL1	10	0.08078	0.24795	1.0	1634	6	-0.24265	0.087843	0.26771	0.884338	2154	3	-0.24265
TRPM7	10	0.080794	0.24799	1.0	1635	6	-0.22283	0.45076	0.71946	1.0	4833	2	-0.22283
CLIC3	10	0.080908	0.24828	1.0	1636	3	0.02976	0.23054	0.50054	1.0	3533	3	0.02976
C1orf61	10	0.081108	0.24874	1.0	1637	3	-0.038598	0.028427	0.11587	0.712562	1158	3	-0.038598
E2F3	10	0.081127	0.24879	1.0	1638	5	-0.29665	0.75622	0.90066	1.0	5997	2	-0.29665
RPF1	10	0.08127	0.24917	1.0	1639	4	0.18416	0.15715	0.39988	0.959482	2965	5	0.18416
TMEM217	10	0.081347	0.24937	1.0	1640	6	-0.15575	0.62216	0.83588	1.0	5532	2	-0.15575
C9orf173	10	0.081435	0.24956	1.0	1641	6	-0.25499	0.77594	0.91069	1.0	6079	2	-0.25499
POU6F2	10	0.081462	0.24962	1.0	1642	2	0.10652	0.30532	0.59439	1.0	4113	4	0.10652
LUC7L	10	0.081493	0.2497	1.0	1643	6	-0.27595	0.9831	0.98613	1.0	6815	1	-0.27595
ZFAND2B	10	0.081562	0.24988	1.0	1644	5	-0.20885	0.75722	0.90118	1.0	6004	3	-0.20885
C3orf37	10	0.081593	0.24993	1.0	1645	5	-0.33577	0.74972	0.89731	1.0	5976	3	-0.33577
CCNL1	10	0.081713	0.25022	1.0	1646	6	-0.19925	0.6217	0.83569	1.0	5529	3	-0.19925
C7orf62	10	0.08179	0.25039	1.0	1647	5	-0.11507	0.58489	0.81864	1.0	5416	3	-0.11507
C3orf58	10	0.08183	0.25049	1.0	1648	6	-0.19608	0.39898	0.67842	1.0	4579	3	-0.19608
SIRT6	10	0.082729	0.25252	1.0	1649	3	0.39596	0.00073314	0.0052205	0.276384	135	7	0.39596
STK19	10	0.082904	0.25293	1.0	1650	6	-0.18171	0.0030892	0.018266	0.433218	300	3	-0.18171
LOC100862671	10	0.083141	0.25348	1.0	1651	6	-0.2957	0.93933	0.97329	1.0	6650	2	-0.2957
ZFHX2	10	0.083169	0.25354	1.0	1652	5	-0.24096	0.33368	0.62585	1.0	4272	3	-0.24096
ZNF569	10	0.083333	0.25391	1.0	1653	6	-0.19182	0.34276	0.63317	1.0	4328	2	-0.19182
SKA2	10	0.083488	0.25427	1.0	1654	4	-0.19202	0.61133	0.8309	1.0	5498	3	-0.19202
TREX1	10	0.083586	0.25449	1.0	1655	6	-0.22637	0.37887	0.66266	1.0	4485	2	-0.22637
ZNF490	10	0.083611	0.25456	1.0	1656	6	-0.24166	0.39439	0.67477	1.0	4560	2	-0.24166
RAD54L	10	0.083645	0.25464	1.0	1657	6	-0.21381	0.99025	0.99057	1.0	6871	1	-0.21381
EXOSC9	10	0.083727	0.25483	1.0	1658	5	-0.025281	0.78925	0.91763	1.0	6140	2	-0.025281
CCDC61	10	0.083734	0.25484	1.0	1659	6	-0.2137	0.95875	0.97828	1.0	6701	1	-0.2137
DHX36	10	0.0838	0.25502	1.0	1660	5	-0.3136	0.63022	0.83961	1.0	5556	3	-0.3136
GAS2L2	10	0.084196	0.25595	1.0	1661	5	-0.065106	0.18359	0.43751	0.981463	3177	4	-0.065106
HOXB4	10	0.084196	0.25596	1.0	1662	6	-0.28906	0.79394	0.92011	1.0	6161	2	-0.28906
CTDSP2	10	0.084212	0.25599	1.0	1663	5	-0.10281	0.36663	0.65273	1.0	4424	4	-0.10281
PRMT6	10	0.084247	0.25605	1.0	1664	4	-0.027276	0.14428	0.38114	0.944995	2869	3	-0.027276
SIK3	10	0.084256	0.25607	1.0	1665	6	-0.19341	0.97145	0.9816	1.0	6739	1	-0.19341
LARP6	9	0.084381	0.24224	1.0	1666	3	0.14708	0.7227	0.87941	1.0	5880	3	0.14708
ZFYVE20	10	0.084499	0.2566	1.0	1667	3	-0.038591	0.40564	0.68373	1.0	4618	3	-0.038591
ETAA1	10	0.08463	0.25689	1.0	1668	6	-0.20787	0.91541	0.96235	1.0	6525	2	-0.20787
SYNCRIP	10	0.084783	0.25723	1.0	1669	3	0.017674	0.92537	0.96666	1.0	6579	2	0.017674
INSM1	10	0.08481	0.2573	1.0	1670	6	-0.30287	0.6587	0.85295	1.0	5654	2	-0.30287
C14orf1	10	0.084945	0.25762	1.0	1671	6	-0.25088	0.5389	0.78657	1.0	5223	3	-0.25088
SPAG5	10	0.085035	0.25784	1.0	1672	6	-0.22039	0.50933	0.76461	1.0	5088	1	-0.22039
EED	10	0.085069	0.25791	1.0	1673	5	-0.1601	0.2651	0.54499	1.0	3791	3	-0.1601
TXNIP	10	0.08508	0.25794	1.0	1674	6	-0.22097	0.014411	0.067366	0.622883	771	3	-0.22097
MPLKIP	10	0.085136	0.25807	1.0	1675	5	-0.26725	0.31904	0.61077	1.0	4202	3	-0.26725
INTS12	10	0.085427	0.25875	1.0	1676	6	-0.305	0.15155	0.39174	0.953083	2926	3	-0.305
CTDP1	10	0.085469	0.25886	1.0	1677	4	0.12265	0.26018	0.53882	1.0	3769	5	0.12265
DIP2A	10	0.085698	0.25938	1.0	1678	6	-0.3446	0.030025	0.12116	0.715759	1206	2	-0.3446
ZNF428	10	0.085892	0.2598	1.0	1679	4	-0.18298	0.50644	0.76237	1.0	5073	2	-0.18298
TFCP2L1	10	0.085955	0.25995	1.0	1680	6	-0.20134	0.15204	0.39247	0.95337	2931	3	-0.20134
ZFP36L1	10	0.086137	0.26036	1.0	1681	6	-0.20657	0.050067	0.18059	0.789444	1628	2	-0.20657
CAMK1	10	0.086141	0.26037	1.0	1682	2	0.18207	0.14943	0.3887	0.950381	2912	5	0.18207
NEMF	10	0.086228	0.26057	1.0	1683	6	-0.30117	0.41755	0.69321	1.0	4677	3	-0.30117
BLM	10	0.086267	0.26065	1.0	1684	2	0.2905	0.037056	0.14359	0.743716	1375	6	0.2905
BRCA1	10	0.086548	0.26133	1.0	1685	4	0.17008	0.15933	0.40315	0.960295	2990	4	0.17008
C9orf123	10	0.086645	0.26153	1.0	1686	4	-0.16989	0.18484	0.43921	0.982391	3187	4	-0.16989
KNTC1	10	0.086777	0.2619	1.0	1687	4	0.053248	0.071058	0.23027	0.855131	1919	5	0.053248
C2orf49	10	0.086797	0.26195	1.0	1688	5	-0.19691	0.29311	0.57961	1.0	4022	3	-0.19691
SIRT1	10	0.087019	0.2625	1.0	1689	5	-0.28339	0.5641	0.8053	1.0	5341	2	-0.28339
BMS1	10	0.087173	0.26287	1.0	1690	5	-0.23664	0.43647	0.7081	1.0	4771	2	-0.23664
TCF12	10	0.087708	0.26406	1.0	1691	6	-0.1933	0.0043009	0.024456	0.465598	374	2	-0.1933
CDK1	10	0.088031	0.2648	1.0	1692	2	0.1364	0.047816	0.17507	0.782909	1594	5	0.1364
LOC730183	10	0.088134	0.26501	1.0	1693	5	-0.16671	0.046404	0.17161	0.775738	1575	1	-0.16671
SPECC1L	10	0.088277	0.26533	1.0	1694	6	-0.25431	0.26968	0.55063	1.0	3832	3	-0.25431
GRWD1	10	0.088444	0.26572	1.0	1695	5	-0.23383	0.3627	0.64954	1.0	4409	3	-0.23383
C1QBP	10	0.088524	0.26591	1.0	1696	6	-0.28269	0.13488	0.36449	0.943373	2752	2	-0.28269
CCDC85A	10	0.088616	0.26612	1.0	1697	6	-0.24885	0.6258	0.83764	1.0	5544	2	-0.24885
CERS2	10	0.088647	0.26619	1.0	1698	6	-0.21352	0.96	0.97857	1.0	6704	1	-0.21352
ZDHHC19	10	0.088833	0.26668	1.0	1699	6	-0.24454	0.88968	0.9522	1.0	6442	2	-0.24454
TMEM256	10	0.088946	0.26693	1.0	1700	5	-0.28993	0.36714	0.65318	1.0	4427	2	-0.28993
C22orf39	10	0.089012	0.2671	1.0	1701	5	-0.29593	0.91649	0.96277	1.0	6528	2	-0.29593
C8orf37	10	0.089189	0.26751	1.0	1702	6	-0.23877	0.84417	0.93731	1.0	6306	2	-0.23877
HIF1AN	10	0.089501	0.26824	1.0	1703	5	-0.26092	0.65184	0.84978	1.0	5627	2	-0.26092
HIST1H1E	10	0.089546	0.26834	1.0	1704	6	-0.47881	0.76006	0.90261	1.0	6013	3	-0.47881
BRCC3	10	0.089667	0.26858	1.0	1705	2	0.17044	0.77439	0.90984	1.0	6072	3	0.17044
XRRA1	10	0.089679	0.2686	1.0	1706	5	-0.074601	0.11924	0.33336	0.929232	2555	4	-0.074601
IPPK	10	0.089998	0.26932	1.0	1707	3	-0.12605	0.066912	0.22069	0.844141	1862	3	-0.12605
SHOX2	10	0.090044	0.26943	1.0	1708	3	0.080232	0.15668	0.39918	0.959482	2963	4	0.080232
HEY1	10	0.09006	0.26946	1.0	1709	6	-0.16269	0.87679	0.94772	1.0	6399	2	-0.16269
SPEN	10	0.090072	0.26949	1.0	1710	3	-0.046309	0.45125	0.7198	1.0	4836	4	-0.046309
DEK	10	0.090421	0.27025	1.0	1711	2	-0.031857	0.41825	0.69379	1.0	4680	4	-0.031857
LOC100130370	10	0.090512	0.27046	1.0	1712	5	-0.16279	0.49183	0.75131	1.0	5011	2	-0.16279
FBXO5	10	0.090749	0.27099	1.0	1713	6	-0.20739	0.64891	0.84842	1.0	5616	3	-0.20739
C1orf123	10	0.090775	0.27104	1.0	1714	5	-0.18719	0.47338	0.73721	1.0	4931	4	-0.18719
TMEM208	10	0.09078	0.27106	1.0	1715	6	-0.2005	0.27447	0.5566	1.0	3866	3	-0.2005
SMARCA5	10	0.090864	0.27127	1.0	1716	4	0.29033	0.055799	0.1946	0.80632	1720	6	0.29033
KIAA0391	10	0.09088	0.2713	1.0	1717	5	-0.31396	0.2894	0.5753	1.0	3987	3	-0.31396
SKIV2L	10	0.091142	0.27187	1.0	1718	6	-0.26013	0.76224	0.90372	1.0	6019	3	-0.26013
NACA2	10	0.091284	0.27218	1.0	1719	5	-0.20579	0.060078	0.20477	0.823716	1772	3	-0.20579
SLC25A10	10	0.091301	0.27221	1.0	1720	5	-0.27607	0.17054	0.41919	0.968195	3082	3	-0.27607
BRAT1	10	0.091362	0.27238	1.0	1721	6	-0.17202	0.73469	0.88974	1.0	5922	3	-0.17202
PAXBP1	10	0.091611	0.27293	1.0	1722	5	-0.145	0.0005148	0.003712	0.251532	106	3	-0.145
MDK	10	0.091735	0.27321	1.0	1723	5	-0.071963	0.60512	0.82797	1.0	5481	3	-0.071963
SMAD9	10	0.092214	0.27405	1.0	1724	5	-0.015083	0.69246	0.86897	1.0	5776	3	-0.015083
CHTF18	10	0.092431	0.27444	1.0	1725	5	-0.072832	0.2454	0.51983	1.0	3645	5	-0.072832
ZNF747	10	0.092698	0.27491	1.0	1726	5	-0.11853	0.22148	0.489	1.0	3472	3	-0.11853
C2orf53	10	0.092751	0.27501	1.0	1727	5	-0.2279	0.98143	0.98533	1.0	6797	1	-0.2279
GINS4	10	0.092769	0.27503	1.0	1728	5	-0.30864	0.73939	0.89212	1.0	5940	1	-0.30864
PCGF3	10	0.093071	0.27558	1.0	1729	5	-0.2305	0.71982	0.88233	1.0	5875	2	-0.2305
RNPS1	10	0.093181	0.27576	1.0	1730	5	-0.21661	0.18393	0.43797	0.981463	3181	2	-0.21661
C15orf41	10	0.093366	0.27612	1.0	1731	4	0.099782	0.8019	0.92441	1.0	6202	3	0.099782
ZNF460	10	0.093606	0.27655	1.0	1732	5	-0.1833	0.29684	0.58432	1.0	4052	2	-0.1833
WBP4	10	0.094324	0.27791	1.0	1733	4	-0.19601	0.71046	0.87752	1.0	5840	2	-0.19601
SMC6	10	0.09525	0.27951	1.0	1734	4	-0.10067	0.03414	0.13423	0.730175	1309	4	-0.10067
ARNTL2	10	0.095402	0.27982	1.0	1735	5	-0.16535	0.54677	0.79236	1.0	5257	4	-0.16535
TMEM52	10	0.095649	0.2802	1.0	1736	5	-0.19556	0.037717	0.14579	0.747693	1387	4	-0.19556
NCOA2	10	0.095735	0.28034	1.0	1737	4	-0.042749	0.056865	0.19713	0.809855	1734	4	-0.042749
ECSIT	10	0.095872	0.28058	1.0	1738	5	-0.26083	0.056189	0.19551	0.807333	1726	2	-0.26083
ZNF609	10	0.095879	0.28059	1.0	1739	5	-0.091806	0.25564	0.5329	1.0	3736	4	-0.091806
C1orf51	10	0.095933	0.28069	1.0	1740	4	0.047164	0.50017	0.75767	1.0	5048	4	0.047164
RPP25L	10	0.095978	0.28077	1.0	1741	4	-0.1237	0.3253	0.61804	1.0	4239	3	-0.1237
GABRB1	10	0.09602	0.28082	1.0	1742	3	0.29645	0.017016	0.07672	0.652139	833	6	0.29645
DDX39A	10	0.096232	0.2812	1.0	1743	4	-0.04723	0.1707	0.41943	0.968195	3085	3	-0.04723
ZNF117	10	0.096253	0.28123	1.0	1744	5	-0.18087	0.42344	0.69803	1.0	4712	4	-0.18087
SLBP	10	0.09646	0.28156	1.0	1745	4	-0.16384	0.55437	0.79807	1.0	5301	2	-0.16384
RAD18	10	0.09669	0.28195	1.0	1746	5	-0.2507	0.72241	0.88363	1.0	5878	3	-0.2507
HNRNPD	10	0.096974	0.28244	1.0	1747	4	-0.18678	0.21733	0.48356	1.0	3426	3	-0.18678
CCDC14	10	0.097114	0.28267	1.0	1748	3	0.14284	0.218	0.48447	1.0	3431	3	0.14284
NHLH2	10	0.097292	0.28296	1.0	1749	5	-0.21422	0.49662	0.75498	1.0	5034	3	-0.21422
DEAF1	10	0.097402	0.28315	1.0	1750	5	-0.18179	0.59089	0.82133	1.0	5439	2	-0.18179
NSMCE1	10	0.09759	0.28349	1.0	1751	4	-0.11069	0.85586	0.94096	1.0	6339	2	-0.11069
CCNA2	10	0.097662	0.28364	1.0	1752	4	0.044523	0.46842	0.73324	1.0	4906	4	0.044523
ZNF580	10	0.09768	0.28368	1.0	1753	4	0.041731	0.22106	0.48846	1.0	3465	5	0.041731
ZKSCAN3	10	0.097695	0.28371	1.0	1754	5	-0.26971	0.93502	0.97122	1.0	6628	2	-0.26971
TGOLN2	10	0.097859	0.28399	1.0	1755	3	0.10825	0.61462	0.83244	1.0	5509	3	0.10825
CPSF3	10	0.098227	0.28468	1.0	1756	5	-0.34994	0.11917	0.33321	0.929232	2553	4	-0.34994
HTT	10	0.098428	0.28506	1.0	1757	5	-0.15661	0.35811	0.64571	1.0	4390	4	-0.15661
CITED2	10	0.098698	0.28556	1.0	1758	4	-0.040033	0.26005	0.53865	1.0	3766	4	-0.040033
DDX28	10	0.098698	0.28557	1.0	1759	5	-0.12973	0.97888	0.98422	1.0	6776	1	-0.12973
C10orf114	10	0.098909	0.28595	1.0	1760	5	-0.2096	0.42742	0.70111	1.0	4728	4	-0.2096
C18orf21	10	0.09904	0.28619	1.0	1761	4	0.053288	0.50707	0.76286	1.0	5079	3	0.053288
ZNF550	10	0.099262	0.28657	1.0	1762	4	-0.047126	0.24928	0.52473	1.0	3690	3	-0.047126
FAM47C	10	0.10042	0.28851	1.0	1763	3	0.33419	0.035878	0.13983	0.740128	1346	6	0.33419
WDR41	10	0.1005	0.28864	1.0	1764	5	-0.23359	0.15874	0.40228	0.960228	2983	2	-0.23359
LMTK3	10	0.10054	0.2887	1.0	1765	1	0.13322	0.31687	0.60821	1.0	4188	5	0.13322
C8orf22	10	0.10073	0.28905	1.0	1766	5	-0.30858	0.99589	0.99592	1.0	6951	0	-0.30858
NUP62	10	0.10098	0.28948	1.0	1767	5	-0.16703	0.024019	0.10114	0.683417	1054	3	-0.16703
HPN	10	0.10101	0.28952	1.0	1768	5	-0.20837	0.84509	0.93757	1.0	6310	2	-0.20837
NLE1	10	0.10127	0.28999	1.0	1769	4	0.099539	0.11507	0.32488	0.920782	2511	5	0.099539
USP36	10	0.10133	0.29011	1.0	1770	5	-0.29155	0.33976	0.63081	1.0	4311	3	-0.29155
AKIP1	10	0.10179	0.29092	1.0	1771	4	0.22136	0.17948	0.43174	0.980944	3135	5	0.22136
FOXK1	10	0.102	0.29128	1.0	1772	5	-0.21638	0.65568	0.85155	1.0	5641	2	-0.21638
URB2	10	0.10209	0.29143	1.0	1773	4	0.034318	0.12044	0.3359	0.930633	2571	5	0.034318
SHMT1	10	0.10228	0.29177	1.0	1774	5	-0.18702	0.79296	0.91957	1.0	6156	3	-0.18702
ZNF718	10	0.10243	0.29203	1.0	1775	2	0.2783	0.040863	0.15575	0.749007	1475	6	0.2783
POLE	10	0.10253	0.29218	1.0	1776	4	-0.15606	0.16082	0.40535	0.960806	3003	3	-0.15606
FAM96A	10	0.10258	0.29226	1.0	1777	5	-0.15672	0.68405	0.86494	1.0	5737	3	-0.15672
NEDD1	10	0.10295	0.2929	1.0	1778	4	-0.022306	0.63043	0.83971	1.0	5557	3	-0.022306
ADRB1	10	0.103	0.29299	1.0	1779	3	0.22857	0.15541	0.39731	0.9576	2955	5	0.22857
MYPN	10	0.10306	0.2931	1.0	1780	5	-0.24505	0.57302	0.81184	1.0	5382	2	-0.24505
ACHE	10	0.10374	0.29423	1.0	1781	4	-0.010317	0.77329	0.9093	1.0	6066	2	-0.010317
WDR48	10	0.10377	0.29428	1.0	1782	4	-0.013682	0.47038	0.73476	1.0	4915	2	-0.013682
LRWD1	10	0.10416	0.29494	1.0	1783	5	-0.088663	0.72363	0.8842	1.0	5883	3	-0.088663
ZNF622	10	0.10425	0.29512	1.0	1784	5	-0.42176	0.78481	0.91529	1.0	6119	3	-0.42176
C15orf39	10	0.10443	0.29543	1.0	1785	4	-0.12283	0.73354	0.88918	1.0	5916	2	-0.12283
ING3	10	0.1046	0.29575	1.0	1786	5	-0.39819	0.62823	0.83873	1.0	5552	2	-0.39819
FAM195A	10	0.10496	0.29636	1.0	1787	5	-0.21693	0.99427	0.99436	1.0	6924	0	-0.21693
ZNF230	10	0.10504	0.29652	1.0	1788	3	-0.11605	0.93437	0.97089	1.0	6625	2	-0.11605
FBXW7	10	0.10515	0.2967	1.0	1789	4	-0.0076369	0.22144	0.48893	1.0	3471	4	-0.0076369
TCF19	10	0.10531	0.29696	1.0	1790	5	-0.2227	0.41395	0.6904	1.0	4652	4	-0.2227
NHP2	10	0.10544	0.29723	1.0	1791	5	-0.2727	0.25101	0.52698	1.0	3703	3	-0.2727
SNCA	10	0.10569	0.29767	1.0	1792	5	-0.053392	0.23297	0.5038	1.0	3552	4	-0.053392
PPHLN1	10	0.10612	0.29841	1.0	1793	5	-0.04762	0.032817	0.13002	0.722158	1283	2	-0.04762
HADH	10	0.10613	0.29843	1.0	1794	4	0.18251	0.20054	0.46078	0.993192	3305	5	0.18251
AKAP8L	10	0.10634	0.29878	1.0	1795	5	-0.11136	0.84477	0.93749	1.0	6307	2	-0.11136
TMEM186	10	0.10658	0.2992	1.0	1796	5	-0.15456	0.41806	0.69365	1.0	4679	3	-0.15456
CHCHD3	10	0.10703	0.29999	1.0	1797	3	-0.041561	0.98161	0.9854	1.0	6798	1	-0.041561
CCDC175	10	0.10711	0.30016	1.0	1798	5	-0.43764	0.8643	0.94367	1.0	6363	2	-0.43764
ZNF8	10	0.10716	0.30024	1.0	1799	5	-0.24023	0.99913	0.99913	1.0	7026	0	-0.24023
TMEM161A	10	0.10757	0.30094	1.0	1800	3	-0.0064846	0.65196	0.84984	1.0	5628	3	-0.0064846
TMEM132E	10	0.10824	0.30209	1.0	1801	5	-0.24788	0.37396	0.65865	1.0	4466	2	-0.24788
CREBBP	10	0.10853	0.30254	1.0	1802	5	-0.27118	0.42436	0.69869	1.0	4718	1	-0.27118
C19orf59	10	0.10869	0.3028	1.0	1803	5	-0.18224	0.93584	0.97167	1.0	6634	1	-0.18224
SMG1	10	0.10884	0.30305	1.0	1804	4	-0.079786	0.86073	0.94254	1.0	6353	2	-0.079786
CHRAC1	10	0.10889	0.30312	1.0	1805	5	-0.3611	0.99459	0.99471	1.0	6931	0	-0.3611
SMAD2	10	0.10898	0.30328	1.0	1806	5	-0.18933	0.77611	0.91076	1.0	6080	2	-0.18933
C1orf177	10	0.10909	0.30347	1.0	1807	5	-0.28181	0.8519	0.93971	1.0	6332	2	-0.28181
TMEM144	10	0.10922	0.3037	1.0	1808	5	-0.14135	0.20349	0.46475	0.994286	3330	4	-0.14135
ZNF70	10	0.10951	0.30422	1.0	1809	5	-0.38779	0.078925	0.24799	0.867791	2037	1	-0.38779
SERTAD1	10	0.10958	0.30433	1.0	1810	3	0.030912	0.92221	0.9653	1.0	6561	2	0.030912
HIST1H1D	10	0.10966	0.30447	1.0	1811	4	-0.037077	0.33496	0.62688	1.0	4282	3	-0.037077
CDC20	10	0.10972	0.30459	1.0	1812	5	-0.36362	0.30536	0.59445	1.0	4114	3	-0.36362
RANGRF	10	0.10993	0.30491	1.0	1813	5	-0.17612	0.17612	0.42695	0.976727	3115	4	-0.17612
ZNF385A	10	0.11002	0.30507	1.0	1814	5	-0.15663	0.68908	0.86739	1.0	5765	3	-0.15663
KARS	10	0.11008	0.30516	1.0	1815	5	-0.20871	0.71532	0.87999	1.0	5856	2	-0.20871
GTPBP10	10	0.11033	0.30557	1.0	1816	4	-0.13618	0.99385	0.99389	1.0	6919	0	-0.13618
CREB3L4	10	0.11067	0.30615	1.0	1817	4	0.014515	0.28439	0.56904	1.0	3950	3	0.014515
PARG	10	0.11069	0.30619	1.0	1818	3	0.45598	0.02295	0.097533	0.67486	1027	7	0.45598
PPP1CC	10	0.11121	0.30709	1.0	1819	5	-0.2161	0.80551	0.92637	1.0	6217	2	-0.2161
DFFB	10	0.11141	0.30744	1.0	1820	5	-0.15289	0.61418	0.83223	1.0	5507	3	-0.15289
MPHOSPH6	10	0.11191	0.30832	1.0	1821	5	-0.1633	0.12935	0.35356	0.940153	2674	4	-0.1633
TMEM241	10	0.11192	0.30834	1.0	1822	5	-0.14352	0.064238	0.21451	0.836303	1829	4	-0.14352
DENND4A	10	0.11194	0.30836	1.0	1823	4	0.081947	0.15311	0.39397	0.954785	2939	3	0.081947
NPAS2	10	0.11213	0.30862	1.0	1824	5	-0.16819	0.67578	0.86099	1.0	5708	2	-0.16819
ETHE1	10	0.11264	0.30951	1.0	1825	5	-0.1196	0.055777	0.19456	0.80632	1719	4	-0.1196
HERC4	10	0.11278	0.30972	1.0	1826	4	-0.038058	0.52048	0.77307	1.0	5138	4	-0.038058
RCC2	10	0.1129	0.30992	1.0	1827	5	-0.23713	0.86793	0.94483	1.0	6374	1	-0.23713
GATA5	10	0.11303	0.31013	1.0	1828	2	0.20167	0.13803	0.37055	0.944021	2789	5	0.20167
FAM171B	10	0.11345	0.31078	1.0	1829	4	-0.052761	0.72783	0.88625	1.0	5893	3	-0.052761
ZNF629	10	0.11346	0.31079	1.0	1830	5	-0.22134	0.69669	0.87089	1.0	5788	2	-0.22134
CCDC96	10	0.11413	0.31193	1.0	1831	4	-0.051708	0.18299	0.43663	0.980944	3173	4	-0.051708
DGCR6L	10	0.11436	0.31228	1.0	1832	4	-0.015618	0.1907	0.44728	0.988372	3225	3	-0.015618
NFATC2IP	10	0.1145	0.31251	1.0	1833	4	0.010935	0.54129	0.78835	1.0	5233	4	0.010935
CCDC42	10	0.11486	0.31314	1.0	1834	5	-0.23018	0.66678	0.85673	1.0	5683	1	-0.23018
ZNF215	10	0.11503	0.31339	1.0	1835	5	-0.23252	0.37985	0.66344	1.0	4490	3	-0.23252
SETDB1	10	0.11525	0.31378	1.0	1836	3	-0.0057	0.075106	0.23934	0.862341	1978	3	-0.0057
NUDCD1	10	0.11547	0.31413	1.0	1837	5	-0.31213	0.024966	0.10433	0.688573	1079	2	-0.31213
NR1H2	10	0.11565	0.31444	1.0	1838	5	-0.24087	0.67888	0.86244	1.0	5722	3	-0.24087
TMEM194A	10	0.11597	0.31498	1.0	1839	2	0.33727	0.16026	0.40451	0.960642	2999	5	0.33727
PNKP	10	0.116	0.31502	1.0	1840	4	-0.02608	0.021914	0.093969	0.667255	1003	4	-0.02608
CCDC170	10	0.11638	0.31567	1.0	1841	5	-0.1946	0.00088886	0.0062349	0.301778	148	3	-0.1946
KIAA0195	10	0.11668	0.31622	1.0	1842	3	0.19781	0.13102	0.35687	0.940153	2701	6	0.19781
RAD17	10	0.11672	0.31627	1.0	1843	4	0.40133	0.025781	0.10719	0.701056	1089	6	0.40133
MED22	10	0.11674	0.31631	1.0	1844	4	0.22342	0.10514	0.30458	0.908741	2382	5	0.22342
ZNF317	10	0.11695	0.31668	1.0	1845	3	0.014185	0.58535	0.81885	1.0	5420	3	0.014185
